Address,AddrCoor,Latitude,Longitude,injury,Date
724 S. Gammon Rd. (parking lot near Old Town Pub),Old Town Pub,43.04882004169277,-89.50328007444128,no,2010-06-22T01:55:00.000Z
1100 Blk Morraine View,"1100 Morraine View Dr, Madison, Wisconsin, 53719",43.04254768195646,-89.50635445718746,yes,2010-06-26T05:04:00.000Z
100 Blk Kennedy Heights Rd,"100 Kennedy Hts, Madison, Wisconsin, 53704",43.14020634498114,-89.38620917195293,no,2010-07-03T04:57:00.000Z
3000 Blk Muirfield Rd,"3000 Muir Field Rd, Madison, Wisconsin, 53719",43.01972715268812,-89.50674746702481,no,2010-07-03T05:22:00.000Z
5800 block Russett Road,"5800 Russett Rd, Madison, Wisconsin, 53711",43.03283624545014,-89.48098283910532,no,2010-07-08T21:27:00.000Z
900 block Magnolia Lane,"900 Magnolia Ln, Madison, Wisconsin, 53713",43.03945637265016,-89.3974058883339,no,2010-07-11T19:45:00.000Z
3200 block Derby Down,"3200 Derby Down, Madison, Wisconsin, 53713",43.028571850510026,-89.43083570807751,no,2010-07-10T18:17:00.000Z
3000 Webb Avenue,"3000 Webb Ave, Madison, Wisconsin, 53714",43.10520543029212,-89.34025279661734,no,2010-07-17T21:40:00.000Z
2700 block Center Avenue,"2700 Center Ave, Madison, Wisconsin, 53704",43.09237054255333,-89.34434223084305,no,2010-07-19T16:03:00.000Z
1900 block Baird St.,"1900 Baird St, Madison, Wisconsin, 53713",43.04565824886159,-89.39065178127834,yes,2010-07-21T20:39:00.000Z
6800 block Schroeder Rd.,"6800 Schroeder Rd, Madison, Wisconsin, 53711",43.0462674622015,-89.50033154832914,no,2010-07-24T05:06:00.000Z
4700 block Thurston Lane,"4700 Thurston Ln, Madison, Wisconsin, 53711",43.031355570017816,-89.45798752845877,no,2010-07-25T21:56:00.000Z
1500 block Trailsway Dr.,"1500 Trailsway St, Madison, Wisconsin, 53704",43.12619750331153,-89.36714049668848,no,2010-07-25T00:31:00.000Z
500 block State Street,"500 State St, Madison, Wisconsin, 53703",43.074889617706994,-89.39345922318947,no,2010-07-24T20:12:00.000Z
200 block of Martin Luther King Jr. Blvd.,"200 Martin Luther King Jr Blvd, Madison, Wisconsin, 53703",43.07311204630537,-89.38218469571568,no,2010-07-27T10:07:00.000Z
6700 Schroeder Road,"6700 Schroeder Rd, Madison, Wisconsin, 53711",43.04633140102703,-89.49789674864266,no,2010-08-04T15:30:00.000Z
3100 block Webb Ave.,"3100 Webb Ave, Madison, Wisconsin, 53714",43.10470389348262,-89.33774049971001,yes,2010-08-09T01:19:00.000Z
N. Frances Street,"N Frances St, Madison, Wisconsin, 53703",43.07621392263706,-89.39531971418337,no,2010-08-13T01:51:00.000Z
2100 block Fisher St.,"2100 Fisher St, Madison, Wisconsin, 53713",43.04294760322378,-89.39191918715007,no,2010-08-19T01:50:00.000Z
Aberg Ave.,"Aberg Ave, Madison, Wisconsin, 53704",43.11399940881133,-89.35568076101417,no,2010-08-19T10:36:00.000Z
Sycamore Ave. @ Walsh Rd.,"Sycamore Ave & Walsh Rd, Madison, Wisconsin, 53714",43.113744,-89.309448,no,2010-08-21T00:23:00.000Z
700 block of Pinecrest Drive,"700 Pinecrest Dr, Madison, Wisconsin, 53714",43.107946208363906,-89.33401265281415,no,2010-08-24T20:50:00.000Z
2000 block Leland Drive,"2000 Leland Dr, Madison, Wisconsin, 53711",43.0317759133732,-89.47983747434392,no,2010-08-30T01:41:00.000Z
2702 E. Washington Ave.,"2702 E Washington Ave, Madison, Wisconsin, 53704",43.102114772981615,-89.34716220012685,no,2010-08-29T16:33:00.000Z
1300 block Temkin Ave.,"1300 Temkin Ave, Madison, Wisconsin, 53705",43.081129662231376,-89.47706890469145,no,2010-08-31T19:12:00.000Z
400 block Center St.,"400 Center St, Madison, Wisconsin, 53713",43.044442722529794,-89.38967903147395,no,2010-08-31T21:54:00.000Z
Ash Street @ Regent St.,"Ash St & Regent St, Madison, Wisconsin, 53726",43.06793400000001,-89.425521,no,2010-09-03T12:37:00.000Z
5700 block Russett Road,"5700 Russett Rd, Madison, Wisconsin, 53711",43.033071830052755,-89.4770388931459,no,2010-09-05T03:16:00.000Z
Clarence Ct. @ Lakeside Street,"Clarence Ct & W Lakeside St, Madison, Wisconsin, 53715",43.056027,-89.38780200000001,no,2010-09-16T02:09:00.000Z
Birch Hill Drive,"Birch Hill Dr, Madison, Wisconsin, 53711",43.03280699999999,-89.4880298495233,no,2010-09-16T02:26:00.000Z
3019 E. Washington Ave. (parking lot Mobil station),Mobil,43.10397992281748,-89.34223993003071,no,2010-09-15T21:43:00.000Z
2700 block McDivitt Road,"2700 McDivitt Rd, Madison, Wisconsin, 53713",43.033434384549075,-89.42303888454906,no,2010-09-18T20:19:00.000Z
2400 Blk of Packers Ave,"2400 Packers Ave, Madison, Wisconsin, 53704",43.124013534403865,-89.35525948784424,yes,2010-09-25T02:30:00.000Z
Hammersley Road & Theresa Terrace,"Hammersley Rd & Theresa Ter, Madison, Wisconsin, 53711",43.039098,-89.48979899999998,yes,2010-09-25T02:34:00.000Z
500 block of Northport Drive,"500 Northport Dr, Madison, Wisconsin, 53704",43.14078500988533,-89.39029684561315,yes,2010-09-29T23:40:00.000Z
915 W. Beltline Highway (Kings Inn),"915 W Beltline Hwy, Madison, Wisconsin, 53713",43.03893023558236,-89.38409422322437,no,2010-10-01T23:56:00.000Z
1300 block Woodvale Dr.,"1300 Woodvale Dr, Madison, Wisconsin, 53716",43.07936690078869,-89.29628327467451,no,2010-10-05T09:36:00.000Z
Ash Street,"Ash St, Madison, Wisconsin, 53726",43.06929299362332,-89.42553567384373,no,2010-10-08T11:47:00.000Z
1900 block Baird St.,"1900 Baird St, Madison, Wisconsin, 53713",43.04565824886159,-89.39065178127834,no,2010-10-10T22:29:00.000Z
2800 block Hauk St.,"2800 Hauk St, Madison, Wisconsin, 53704",43.10305330246048,-89.34203174736378,no,2010-10-12T21:01:00.000Z
1800 Blk S. Park St,"1800 S Park St, Madison, Wisconsin, 53713",43.046999444630394,-89.39417907097885,no,2010-10-17T01:56:00.000Z
1821 S. Park Street (R Place on Park),"1821 S Park St, Madison, Wisconsin, 53713",43.047431161809705,-89.39393445123818,no,2010-10-17T01:56:00.000Z
1821 S. Park Street (R Place on Park),"1821 S Park St, Madison, Wisconsin, 53713",43.047431161809705,-89.39393445123818,yes,2010-10-16T02:01:00.000Z
1901 ABERG AVE (WIGGIES BAR),"1901 Aberg Ave, Madison, Wisconsin, 53704",43.11418946624182,-89.35871072592188,yes,2010-10-23T00:37:00.000Z
W. Gilman Street,"W Gilman St, Madison, Wisconsin, 53703",43.075635319665054,-89.39224381046057,no,2010-10-24T22:13:00.000Z
1300 block Woodvale Dr.,"1300 Woodvale Dr, Madison, Wisconsin, 53716",43.07936690078869,-89.29628327467451,no,2010-10-19T11:48:00.000Z
500 block of State Street,"500 State St, Madison, Wisconsin, 53703",43.074889617706994,-89.39345922318947,no,2010-10-29T02:05:00.000Z
4700 block Jenewein Rd.,"4700 Jenewein Rd, Madison, Wisconsin, 53711",43.02893911245162,-89.45810203821506,no,2010-10-29T20:33:00.000Z
3800 block School Road,"3800 School Rd, Madison, Wisconsin, 53704",43.134600295698576,-89.38325579569856,no,2010-10-31T13:05:00.000Z
Northport Drive,"Northport Dr, Madison, Wisconsin, 53704",43.15234564234142,-89.40347913825167,no,2010-10-31T20:49:00.000Z
Hitching Post Court,"Hitching Post Ct, Madison, Wisconsin, 53714",43.092297,-89.2957275,no,2010-11-04T03:22:00.000Z
100 block Merryturn Road,"100 Merryturn Rd, Madison, Wisconsin, 53714",43.09724566279107,-89.2906180722966,no,2010-11-04T09:20:00.000Z
1901 ABERG AVE (WIGGIES BAR),"1901 Aberg Ave, Madison, Wisconsin, 53704",43.11418946624182,-89.35871072592188,no,2010-11-06T01:58:00.000Z
1901 Aberg Avenue (Wiggie's Bar),"1901 Aberg Ave, Madison, Wisconsin, 53704",43.11418946624182,-89.35871072592188,no,2010-11-07T01:39:00.000Z
1400 block Theresa Ter.,"1400 Theresa Ter, Madison, Wisconsin, 53711",43.03805241356789,-89.48988947814662,no,2010-11-11T23:02:00.000Z
100 block Swanton Rd,"100 Swanton Rd, Madison, Wisconsin, 53714",43.10069844682943,-89.30163813210352,no,2010-11-13T03:23:00.000Z
5602 Tokay Blvd. (West Transfer Point),"5602 Tokay Blvd, Madison, Wisconsin, 53719",43.053561511541204,-89.47545244463038,no,2010-11-15T20:54:00.000Z
5700 Russett Road,"5700 Russett Rd, Madison, Wisconsin, 53711",43.033071830052755,-89.4770388931459,yes,2010-11-28T05:52:00.000Z
5200 block Hammersley Road,"5200 Hammersley Rd, Madison, Wisconsin, 53711",43.03917683462079,-89.46715644446276,no,2010-11-26T03:42:00.000Z
6400 block Hammersley Road,"6400 Hammersley Rd, Madison, Wisconsin, 53711",43.039140007391595,-89.49137951756825,no,2010-11-22T15:21:00.000Z
2200 Carling Dr,"2200 Carling Dr, Madison, Wisconsin, 53711",43.02979189209939,-89.46123039139873,no,2010-12-01T00:00:00.000Z
4400 block Dwight Drive,"4400 Dwight Dr, Madison, Wisconsin, 53704",43.128468973910586,-89.31053517302924,yes,2010-12-03T03:30:00.000Z
Darwin Road,"Darwin Rd, Madison, Wisconsin, 53704",43.12878395123325,-89.35109555613003,no,2010-12-02T22:35:00.000Z
3200 Thorp Street,"3200 Thorp St, Madison, Wisconsin, 53714",43.09903360475187,-89.33576024740282,no,2010-12-05T18:41:00.000Z
4700 block of Dolores Dr,"Dolores Dr, Madison, Wisconsin, 53716",43.07056339154735,-89.29449041198774,no,2010-12-09T20:30:00.000Z
3000 block Darbo Drive,"3000 Darbo Dr, Madison, Wisconsin, 53714",43.1035970669437,-89.34085016418408,no,2010-12-10T20:49:00.000Z
Seminole Highway,"Seminole Hwy, Madison, Wisconsin, 53711",43.035347118334684,-89.44362742938884,no,2010-12-09T22:23:00.000Z
3100 block Old Gate Road,"3100 Old Gate Rd, Madison, Wisconsin, 53704",43.13562095139164,-89.32009451131567,yes,2010-12-14T01:07:00.000Z
600 West Badger Road,"600 W Badger Rd, Madison, Wisconsin, 53713",43.038510564928856,-89.39027114166359,no,2010-12-24T22:00:00.000Z
