Address,AddrCoor,Latitude,Longitude,injury,Date
1000 block North St.,"1000 North St, Madison, Wisconsin, 53704",43.1100675338862,-89.35128654308254,yes,2018-07-09T23:30:00.000Z
500 Block Northport Drive,"500 Northport Dr, Madison, Wisconsin, 53704",43.14078500988533,-89.39029684561315,no,2018-07-15T02:51:00.000Z
700 Rethke Ave.,"700 Rethke Ave, Madison, Wisconsin, 53714",43.10703549111801,-89.33554455449223,yes,2018-07-19T14:53:00.000Z
Seminole Hwy and Mohawk Dr.,"Seminole Hwy & Mohawk Dr, Madison, Wisconsin, 53711",43.037604000000016,-89.44335,no,2018-07-20T19:45:00.000Z
3900 Block of East Washington Avenue,"3900 E Washington Ave, Madison, Wisconsin, 53704",43.120998560707065,-89.3185488926363,no,2018-07-21T20:44:00.000Z
Carnwood Road,"Carnwood Rd, Madison, Wisconsin, 53719",43.01973759341488,-89.50269383894663,no,2018-07-22T17:58:00.000Z
Troy Drive,"Troy Dr, Madison, Wisconsin, 53704",43.133746682737204,-89.38378761120069,no,2018-07-21T20:10:00.000Z
1900 block Pike Drive,"1900 Pike Dr, Madison, Wisconsin, 53713",43.02955313644271,-89.41275707243902,no,2018-07-23T10:04:00.000Z
700 block Rethke Ave.,"700 Rethke Ave, Madison, Wisconsin, 53714",43.10703549111801,-89.33554455449223,yes,2018-07-26T03:45:00.000Z
1250 McKenna Blvd.,"1250 McKenna Blvd, Madison, Wisconsin, 53719",43.03899586283336,-89.50247631943671,no,2018-07-28T21:45:00.000Z
501 State St.,"501 State St, Madison, Wisconsin, 53703",43.07479551067581,-89.39385041909516,no,2018-07-29T12:58:00.000Z
10 block W. Mifflin St.,"10 E Mifflin St, Madison, Wisconsin, 53703",43.07572638671585,-89.38503678950669,no,2018-07-27T22:37:00.000Z
2701 Atwood Ave.,"2701 Atwood Ave, Madison, Wisconsin, 53704",43.09387553231589,-89.34467314071787,no,2018-08-01T07:00:00.000Z
Thackeray Road,"Thackeray Rd, Madison, Wisconsin, 53704",43.13201869665129,-89.36012793729665,no,2018-08-01T16:01:00.000Z
Packers Ave./Darwin Rd.,"Packers Ave & Darwin Rd, Madison, Wisconsin, 53704",43.128945,-89.35525799999999,no,2018-08-08T17:36:00.000Z
600 block Braxton Place,"600 Braxton Pl, Madison, Wisconsin, 53715",43.06647248395967,-89.39805397375838,yes,2018-08-03T23:50:00.000Z
118 S. Bedford Street,"118 S Bedford St, Madison, Wisconsin, 53703",43.067483812366646,-89.39067590120598,yes,2018-08-05T03:12:00.000Z
2920 N. Sherman Ave,"2920 N Sherman Ave, Madison, Wisconsin, 53704",43.126411367615106,-89.36364482150888,no,2018-08-05T19:15:00.000Z
2100 block Sunnyside Crescent,"2100 Sunnyside Cres, Madison, Wisconsin, 53704",43.12697025265089,-89.31428680247414,yes,2018-08-06T15:51:00.000Z
Windigo Trail,"Windigo Trl, Madison, Wisconsin, 53711",43.04166916058241,-89.45570814560276,no,2018-08-07T04:25:00.000Z
3600 block Cross St.,"3600 Cross St, Madison, Wisconsin, 53711",43.053198409805134,-89.43820840980514,no,2018-08-08T11:53:00.000Z
415 N Lake Street,"415 N Lake St, Madison, Wisconsin, 53715",43.07432960724813,-89.39734294070658,no,2018-08-10T01:27:00.000Z
900 block S. Park St.,"900 N Park St, Madison, Wisconsin, 53706",43.07680356617885,-89.40060293483465,no,2018-08-09T15:45:00.000Z
Schroeder Rd.,"Schroeder Rd, Madison, Wisconsin, 53711",43.04630577951297,-89.48916080320524,no,2018-08-14T23:03:00.000Z
1800 Axel Ave,"1800 Axel Ave, Madison, Wisconsin, 53711",43.034583505536844,-89.45005605089331,no,2018-08-14T15:40:00.000Z
5400 Commercial Ave,"5400 Commercial Ave, Madison, Wisconsin, 53704",43.1066685046313,-89.28930057392117,no,2018-08-15T18:29:00.000Z
400 block W. Main St.,"400 E Main St, Madison, Wisconsin, 53703",43.07664296670968,-89.37922363191822,yes,2018-08-22T03:43:00.000Z
4700 block Cottage Grove Rd.,"4700 Cottage Grove Rd, Madison, Wisconsin, 53716",43.08440825829295,-89.30046767099311,no,2018-08-22T11:06:00.000Z
4700 Cottage Grove Rd,"4700 Cottage Grove Rd, Madison, Wisconsin, 53716",43.08440825829295,-89.30046767099311,no,2018-08-22T11:06:00.000Z
Starling Lane,"Starling Ln, Madison, Wisconsin, 53704",43.133755723953904,-89.35091100759165,no,2018-08-23T01:22:00.000Z
Appleton Rd./Fish Hatchery Rd.,"Appleton Rd & Fish Hatchery Rd, Madison, Wisconsin, 53715",43.051788000000016,-89.39911049999998,no,2018-08-24T14:29:00.000Z
300 Block West Mifflin Street,"300 W Mifflin St, Madison, Wisconsin, 53703",43.073442154990424,-89.38835742317133,yes,2018-08-24T21:36:00.000Z
2500 Block Calypso Road,"2500 Calypso Rd, Madison, Wisconsin, 53704",43.1252640313636,-89.36605909204201,no,2018-08-25T20:17:00.000Z
500 block Northport Dr.,"500 Northport Dr, Madison, Wisconsin, 53704",43.14078500988533,-89.39029684561315,no,2018-08-25T15:49:00.000Z
204 State St.,"204 State St, Madison, Wisconsin, 53703",43.07474952264971,-89.38828894310116,no,2018-08-30T23:03:00.000Z
W. Lakelawn Place,"W Lakelawn Pl, Madison, Wisconsin, 53703",43.07661276321122,-89.39391102513204,no,2018-08-30T21:38:00.000Z
2000 block Browning Road,"2000 Browning Rd, Madison, Wisconsin, 53704",43.131135859037606,-89.35653599797679,no,2018-09-01T00:54:00.000Z
322 W. Johnson Street,"322 W Johnson St, Madison, Wisconsin, 53703",43.07425710323741,-89.3907589933922,no,2018-09-01T01:36:00.000Z
Upham St./North St.,"Upham St & North St, Madison, Wisconsin, 53704",43.10419500000001,-89.35083900000001,yes,2018-09-01T15:55:00.000Z
State St. at N. Fairchild St.,"State St & N Fairchild St, Madison, Wisconsin, 53703",43.07471100000001,-89.3880405,yes,2018-09-04T02:40:00.000Z
111 N. Broom St.,"111 N Broom St, Madison, Wisconsin, 53703",43.07255442466376,-89.39040468884545,no,2018-09-02T03:39:00.000Z
Coolidge St.,"Coolidge St, Madison, Wisconsin, 53704",43.10921026288846,-89.348458528518,no,2018-09-02T09:40:00.000Z
1100 block Morraine View Dr.,"1100 Morraine View Dr, Madison, Wisconsin, 53719",43.04254768195646,-89.50635445718746,no,2018-09-06T12:21:00.000Z
100 block State St.,"100 State St, Madison, Wisconsin, 53703",43.07473349321933,-89.387019,no,2018-09-06T14:30:00.000Z
2900 block Hoard St.,"2900 Hoard St, Madison, Wisconsin, 53704",43.10521610652741,-89.34298678095577,no,2018-09-09T22:52:00.000Z
102 W. Corporate Dr.,"102 W Corporate Dr, Madison, Wisconsin, 53714",43.09856099999999,-89.32161760762257,no,2018-09-12T12:38:00.000Z
N. Livingston Street/E. Washington Ave,"N Livingston St & E Washington Ave, Madison, Wisconsin, 53703",43.08102,-89.3750985,no,2018-09-13T02:30:00.000Z
4500 Block of Cottage Grove Road,"4500 Cottage Grove Rd, Madison, Wisconsin, 53716",43.08432492660752,-89.30529813808155,yes,2018-09-16T03:20:00.000Z
614 E. Gorham St.,"614 E Gorham St, Madison, Wisconsin, 53703",43.08157149347914,-89.38213914077518,no,2018-09-17T16:14:00.000Z
Pflaum Rd./Monona Dr.,"Pflaum Rd & Monona Dr, Madison, Wisconsin, 53716",43.062156000000016,-89.32615200000001,yes,2018-09-19T15:57:00.000Z
3700 block Packers Ave.,"3700 Packers Ave, Madison, Wisconsin, 53704",43.13355436946267,-89.3554296880463,no,2018-09-20T22:50:00.000Z
E. Mifflin St.,"E Mifflin St, Madison, Wisconsin, 53704",43.099702062356336,-89.35155708352488,no,2018-09-22T08:02:00.000Z
900 block Spaight St.,"900 Spaight St, Madison, Wisconsin, 53703",43.0782632469697,-89.36795373439881,yes,2018-10-01T06:35:00.000Z
600 block E. Washington Ave.,"600 W Washington Ave, Madison, Wisconsin, 53703",43.06886764066506,-89.39255557837102,no,2018-10-02T18:30:00.000Z
4501 Verona Road,"4501 Verona Rd, Madison, Wisconsin, 53711",43.03564277710789,-89.45355634260505,no,2018-10-04T22:35:00.000Z
S. Whitney Way at Schroeder Road,"Schroeder Rd, Madison, Wisconsin, 53711",43.04630577951297,-89.48916080320524,no,2018-10-04T23:35:00.000Z
Dwight Dr.,"Dwight Dr, Madison, Wisconsin, 53704",43.12723249423528,-89.31220259731516,no,2018-10-04T23:17:00.000Z
2733 E. Washington Ave,"2733 E Washington Ave, Madison, Wisconsin, 53704",43.10226928500922,-89.34622071104694,no,2018-10-05T22:35:00.000Z
3737 E. Washington Ave,"3737 E Washington Ave, Madison, Wisconsin, 53704",43.118138213948,-89.3224737595941,no,2018-10-07T02:12:00.000Z
1110 N. Sherman Ave.,"1110 N Sherman Ave, Madison, Wisconsin, 53704",43.112402044434006,-89.36381962262621,no,2018-10-06T07:00:00.000Z
4600 block Atticus Way,"4600 Atticus Way, Madison, Wisconsin, 53711",43.033729007950704,-89.45517080693372,no,2018-10-05T18:35:00.000Z
603 State St.,"603 State St, Madison, Wisconsin, 53703",43.074818466818726,-89.3959787514571,yes,2018-10-09T21:24:00.000Z
2100 block Luann Lane,"2100 Luann Ln, Madison, Wisconsin, 53713",43.03280407694104,-89.41656594507461,no,2018-10-09T22:54:00.000Z
100 N. Hamilton St.,"100 N Hamilton St, Madison, Wisconsin, 53703",43.07698912101103,-89.38412547157922,no,2018-10-10T10:00:00.000Z
3300 block East Washington Ave.,"3300 E Washington Ave, Madison, Wisconsin, 53704",43.110618303798134,-89.3342125052121,no,2018-10-10T12:51:00.000Z
1500 block Loftsgordon,"1500 Loftsgordon Ave, Madison, Wisconsin, 53704",43.11625522019261,-89.3576919191782,no,2018-10-14T02:44:00.000Z
6400 block Bridge Rd.,"6400 Bridge Rd, Madison, Wisconsin, 53713",43.04940696902339,-89.33769083079069,no,2018-10-16T12:12:00.000Z
Packers Ave.,"Packers Ave, Madison, Wisconsin, 53704",43.121978196889884,-89.35511342746113,no,2018-10-19T07:15:00.000Z
2100 block of Luann Ln,"2100 Luann Ln, Madison, Wisconsin, 53713",43.03280407694104,-89.41656594507461,no,2018-10-19T23:08:00.000Z
7000 block of Raymond Road,"7000 Raymond Rd, Madison, Wisconsin, 53719",43.031769382422574,-89.50203638242256,yes,2018-10-20T22:45:00.000Z
2929 E Washington Ave,"2929 E Washington Ave, Madison, Wisconsin, 53704",43.10332268356535,-89.34372953023842,no,2018-10-28T11:57:00.000Z
Droster Rd.,"Droster Rd, Madison, Wisconsin, 53716",43.078364045266895,-89.28664921363905,no,2018-11-02T11:37:00.000Z
E. Johnson St./N. Baldwin St.,"E Johnson St & N Baldwin St, Madison, Wisconsin, 53703",43.08953399999999,-89.369109,no,2018-11-05T18:40:00.000Z
Northport Dr.,"Northport Dr, Madison, Wisconsin, 53704",43.15234564234142,-89.40347913825167,no,2018-11-08T14:44:00.000Z
2100 Block Luann Lane,"2100 Luann Ln, Madison, Wisconsin, 53713",43.03280407694104,-89.41656594507461,no,2018-11-10T22:48:00.000Z
300 block State St.,"300 State St, Madison, Wisconsin, 53703",43.07486184404767,-89.39007602701089,no,2018-11-11T16:25:00.000Z
800 block Valley Rd.,"800 Valley Rd, Madison, Wisconsin, 53714",43.087514286198314,-89.29427284829792,no,2018-11-08T08:17:00.000Z
