Address,AddrCoor,Latitude,Longitude,injury,Date
700 block of Troy Dr.,"700 Troy Dr, Madison, Wisconsin, 53704",43.133846728613776,-89.38720971681394,yes,2018-11-14T19:39:00.000Z
"516 South Park Street, Madison, WI","516 S Park St, Madison, Wisconsin, 53715",43.06165149708582,-89.40088558814686,no,2018-11-17T00:56:00.000Z
7900 block Tree Lane,"7900 Tree Ln, Madison, Wisconsin, 53717",43.063832761232966,-89.51971382967487,yes,2018-11-19T14:50:00.000Z
200 block S.Park St.,"200 N Park St, Madison, Wisconsin, 53715",43.07099901747361,-89.4009750458575,yes,2018-11-23T23:54:00.000Z
3700 block Kipling Dr.,"3700 Kipling Dr, Madison, Wisconsin, 53704",43.133825166503904,-89.35673841316404,no,2018-11-25T03:16:00.000Z
800 Block Troy Drive,"800 Troy Dr, Madison, Wisconsin, 53704",43.13382525811043,-89.38379510634195,no,2018-11-28T22:01:00.000Z
2500 Calypso Road,"2500 Calypso Rd, Madison, Wisconsin, 53704",43.1252640313636,-89.36605909204201,yes,2018-11-30T00:19:00.000Z
100 block S. Butler St,"100 N Butler St, Madison, Wisconsin, 53703",43.077589358257015,-89.38242521559503,no,2018-12-02T02:00:00.000Z
300 S. Brearly,"300 S Brearly St, Madison, Wisconsin, 53703",43.08139420188284,-89.36889303342298,no,2018-12-03T00:11:00.000Z
1800 Block of Fordem Ave,"1800 Fordem Ave, Madison, Wisconsin, 53704",43.09557538777377,-89.36347474799055,no,2018-12-04T20:34:00.000Z
2000 Block Baird St,"2000 Baird St, Madison, Wisconsin, 53713",43.04432503153471,-89.39070910670944,no,2018-12-04T19:43:00.000Z
N. Orchard St.,"N Orchard St, Madison, Wisconsin, 53715",43.072785,-89.40733875000002,no,2018-12-04T18:40:00.000Z
3100 block Churchill Dr.,"3100 Churchill Dr, Madison, Wisconsin, 53713",43.029901891592864,-89.4222778731584,no,2018-12-05T19:49:00.000Z
3554 E. Washington Ave,"3554 E Washington Ave, Madison, Wisconsin, 53704",43.115576792688465,-89.32686526146905,yes,2018-12-09T01:44:00.000Z
2000 block Frisch Rd.,"2000 Frisch Rd, Madison, Wisconsin, 53711",43.03171300802415,-89.49364357215117,no,2018-12-09T04:56:00.000Z
North Hancock St,"N Hancock St, Madison, Wisconsin, 53703",43.07883117144121,-89.38221849097874,yes,2018-12-13T21:40:00.000Z
300 Block North Henry street,"300 N Henry St, Madison, Wisconsin, 53703",43.074771749548944,-89.39009333276941,no,2018-12-14T01:52:00.000Z
West Beltline Highway,"W Beltline Hwy, Madison, Wisconsin, 53719",43.046425279012944,-89.47365493699266,no,2018-12-17T09:04:00.000Z
8200 block Plaza Drive,"8200 Plaza Dr, Madison, Wisconsin, 53719",43.05671649807578,-89.52291731089625,no,2018-12-18T05:49:00.000Z
2100 Atwood Ave.,"2100 Atwood Ave, Madison, Wisconsin, 53704",43.0928190774051,-89.35173990780814,no,2018-12-19T17:34:00.000Z
Wheeler Rd.,"Wheeler Rd, Madison, Wisconsin, 53704",43.1483088869682,-89.37357585633883,no,2018-12-19T22:30:00.000Z
100 block Langdon St.,"100 Langdon St, Madison, Wisconsin, 53703",43.07800398997411,-89.39081427651989,no,2018-12-21T12:29:00.000Z
502 Pflaum Rd.,"502 Pflaum Rd, Madison, Wisconsin, 53716",43.06210286500388,-89.32159270642883,no,2018-12-20T14:22:00.000Z
100 block Langdon St.,"100 Langdon St, Madison, Wisconsin, 53703",43.07800398997411,-89.39081427651989,no,2018-12-21T14:29:00.000Z
700 block of Pinecrest Dr.,"700 Pinecrest Dr, Madison, Wisconsin, 53714",43.107946208363906,-89.33401265281415,no,2018-12-21T20:36:00.000Z
100 block of East Girham,"100 E Gorham St, Madison, Wisconsin, 53703",43.0783981356353,-89.38670602410723,no,2018-12-28T02:20:00.000Z
