Address,AddrCoor,Latitude,Longitude,injury,Date
"Dempsey Road, Dawes Street","Dempsey Rd, Madison, Wisconsin, 53716",43.08181183013804,-89.31622445552297,no,2009-03-10T19:43:00.000Z
5405 Flad Avenue (St. Maria Goretti School),St Maria Goretti School,43.034789994951055,-89.47151002553517,no,2009-03-12T09:15:00.000Z
East Washington Avenue,"E Washington Ave, Madison, Wisconsin, 53703",43.09012075391277,-89.36216852956566,yes,2009-03-29T15:48:00.000Z
Sycamore Park (East Police District),Madison Police-East District,43.085330069392384,-89.28571999163276,no,2009-03-26T18:46:00.000Z
400 Blk. Troy Drive,"400 Troy Dr, Madison, Wisconsin, 53704",43.13384732373858,-89.3931412983423,no,2009-04-02T14:08:00.000Z
7105 Flower Ln,"7105 Flower Ln, Madison, Wisconsin, 53717",43.067028805413074,-89.50522602233258,no,2009-04-07T20:49:00.000Z
1717 Lake Point,"1717 Lake Point Dr, Madison, Wisconsin, 53713",43.048104498990405,-89.34352119317329,no,2009-04-09T16:10:00.000Z
Raymond Rd/Muir Field Rd,"Raymond Rd & Muir Field Rd, Madison, Wisconsin, 53719",43.030599341698846,-89.50806570752897,no,2009-04-09T22:18:00.000Z
500 block Moorland Road,"500 Moorland Rd, Madison, Wisconsin, 53713",43.035669471460686,-89.37806009605522,no,2009-04-14T17:57:00.000Z
Gammon / Elver park,"N Gammon Rd & Park St, Middleton, Wisconsin, 53562",43.090542000000006,-89.5011615,no,2009-04-16T16:38:00.000Z
Stoughton Rd,"Stoughton Rd, Madison, Wisconsin, 53716",43.04048948697986,-89.30129357695594,no,2009-04-17T20:38:00.000Z
1700 Blk S. Park St.,"1700 S Park St, Madison, Wisconsin, 53713",43.04851200000002,-89.39418629569856,yes,2009-04-22T00:37:00.000Z
1400 Loreen dr,"1400 Loreen Dr, Madison, Wisconsin, 53711",43.037522057650996,-89.4874949673181,no,2009-04-24T15:12:00.000Z
1901 Aberg Avenue (Wiggy's Bar),"1901 Aberg Ave, Madison, Wisconsin, 53704",43.11418946624182,-89.35871072592188,no,2009-04-30T01:35:00.000Z
2129 E Johnson st,"2129 E Johnson St, Madison, Wisconsin, 53704",43.09763991061239,-89.35780329958469,no,2009-05-04T19:41:00.000Z
East Towne Mall,East Towne Mall,43.12544000000002,-89.30646999999998,no,2009-05-07T14:42:00.000Z
Todd Drive @ Post Road,"Todd Dr & Post Rd, Madison, Wisconsin, 53713",43.02690300000001,-89.42608800000001,no,2009-05-08T12:56:00.000Z
2000 block Tennyson Lane,"2000 Tennyson Ln, Madison, Wisconsin, 53704",43.134764413672045,-89.35662291331259,no,2009-05-10T15:46:00.000Z
50 S Gammon rd,"50 S Gammon Rd, Madison, Wisconsin, 53717",43.066648686104145,-89.50270893680955,yes,2009-05-13T17:38:00.000Z
5750 Raymond Rd,"5750 Raymond Rd, Madison, Wisconsin, 53711",43.031985461047675,-89.47940849999998,,2009-05-15T18:01:00.000Z
5750 Raymond rd,"5750 Raymond Rd, Madison, Wisconsin, 53711",43.031985461047675,-89.47940849999998,no,2009-05-15T18:01:00.000Z
600 block Troy Drive,"600 Troy Dr, Madison, Wisconsin, 53704",43.133842968814186,-89.38839555942164,no,2009-05-17T18:17:00.000Z
6700 block Schroeder Road,"6700 Schroeder Rd, Madison, Wisconsin, 53711",43.04633140102703,-89.49789674864266,no,2009-05-17T23:29:00.000Z
2300 Block Post Road,"2300 Post Rd, Madison, Wisconsin, 53713",43.026797253065354,-89.41831312839048,no,2009-05-20T00:00:00.000Z
2214 Rosenberry Road,"2214 Rosenberry Rd, Madison, Wisconsin, 53711",43.029882785734884,-89.4580195154363,yes,2009-05-21T00:00:00.000Z
4500 block Milwaukee Street,"4500 Milwaukee St, Madison, Wisconsin, 53714",43.098848332919204,-89.30515336951233,no,2009-05-19T20:08:00.000Z
1500 block Troy Drive,"1500 Troy Dr, Madison, Wisconsin, 53704",43.13444460782504,-89.37080289901388,no,2009-05-23T20:32:00.000Z
2300 Block of Allied Drive,"2300 Allied Dr, Madison, Wisconsin, 53711",43.02889695353907,-89.45950695342123,no,2009-05-14T20:45:00.000Z
211 S Carroll,"211 S Carroll St, Madison, Wisconsin, 53703",43.07207946658759,-89.38292888129759,,2009-05-30T14:30:00.000Z
211 S Carroll,"211 S Carroll St, Madison, Wisconsin, 53703",43.07207946658759,-89.38292888129759,no,2009-05-30T14:30:00.000Z
211 S Carroll,"211 S Carroll St, Madison, Wisconsin, 53703",43.07207946658759,-89.38292888129759,no,2009-05-30T20:00:00.000Z
6700 block Schroeder Road,"6700 Schroeder Rd, Madison, Wisconsin, 53711",43.04633140102703,-89.49789674864266,no,2009-05-31T03:24:00.000Z
2314 Allied Drive,"2314 Allied Dr, Madison, Wisconsin, 53711",43.02839927338564,-89.45955792870309,no,2009-06-04T06:23:00.000Z
2101 Fisher Street (Penn Park),Penn Park,43.042379956142966,-89.39184998600689,no,2009-05-25T15:26:00.000Z
2900 Turbot Dr,"2900 Turbot Dr, Madison, Wisconsin, 53713",43.02967457633941,-89.41789619937174,no,2009-06-05T21:02:00.000Z
2800 block Curry Parkway,"2800 Curry Pkwy, Madison, Wisconsin, 53713",43.0350636853034,-89.42617776780745,yes,2009-06-07T02:18:00.000Z
1818 Portage Road (Reindahl Park),"1818 Portage Rd, Madison, Wisconsin, 53704",43.126426959894765,-89.31548715782577,no,2009-06-10T17:21:00.000Z
500 block of State Street,"500 State St, Madison, Wisconsin, 53703",43.074889617706994,-89.39345922318947,no,2009-06-12T00:41:00.000Z
818 Faimont,"818 Fairmont Ave, Madison, Wisconsin, 53714",43.1099190313636,-89.32688713200396,no,2009-06-17T14:24:00.000Z
7000 block of Tree Lane,"7000 Tree Ln, Madison, Wisconsin, 53717",43.065622905295335,-89.50341280675491,no,2009-06-18T00:00:00.000Z
Hammersley Rd/Theresa Ter,"Hammersley Rd & Theresa Ter, Madison, Wisconsin, 53711",43.039098,-89.48979899999998,no,2009-06-21T15:48:00.000Z
5700 Bl Russett Rd,"5700 Russett Rd, Madison, Wisconsin, 53711",43.033071830052755,-89.4770388931459,no,2009-06-23T00:53:00.000Z
1300 block Tomkins Drive,"1300 Tompkins Dr, Madison, Wisconsin, 53716",43.058653480621004,-89.31141367478567,no,2009-06-04T00:30:00.000Z
Mid Town Rd near Woods Rd,"Mid Town Rd, Madison, Wisconsin, 53719",43.03145700000002,-89.52093942132191,no,2009-07-02T01:06:00.000Z
2300 block Allied Drive,"2300 Allied Dr, Madison, Wisconsin, 53711",43.02889695353907,-89.45950695342123,no,2009-07-02T20:01:00.000Z
1 E Wilson St,"1 E Wilson St, Madison, Wisconsin, 53703",43.07252684069805,-89.38119449108761,no,2009-07-10T00:00:00.000Z
4200 Owl Creek,"4200 Owl Creek Dr, Madison, Wisconsin, 53718",43.037730402803795,-89.29157413968821,no,2009-07-14T20:01:00.000Z
688 S Whitney Way,"688 S Whitney Way, Madison, Wisconsin, 53711",43.05089699999999,-89.47364763488855,no,2009-07-16T16:21:00.000Z
2300 block Allied Drive,"2300 Allied Dr, Madison, Wisconsin, 53711",43.02889695353907,-89.45950695342123,no,2009-07-25T23:24:00.000Z
301 W. Olin Avenue (Goodman Park),"301 W Olin Ave, Madison, Wisconsin, 53715",43.053775594242545,-89.38715149214646,no,2009-07-27T18:05:00.000Z
300 W Doty St,"300 W Doty St, Madison, Wisconsin, 53703",43.07115365459155,-89.38526558185076,yes,2009-07-28T15:06:00.000Z
2900 Traceway,"2900 Traceway Dr, Madison, Wisconsin, 53713",43.03019375506861,-89.4188262550686,no,2009-07-31T18:40:00.000Z
1129 Petra Place,"1129 Petra Pl, Madison, Wisconsin, 53713",43.03670842350992,-89.40295671703507,no,2009-08-01T09:23:00.000Z
2900 block of Coho St.,"2900 Coho St, Madison, Wisconsin, 53713",43.02934953814485,-89.41476209869812,no,2009-08-01T22:00:00.000Z
2400 block Fish Hatchery Road,"2400 Fish Hatchery Rd, Madison, Wisconsin, 53713",43.0391284451448,-89.40414029569857,no,2009-08-03T11:48:00.000Z
3702 Packers Ave,"3702 Packers Ave, Madison, Wisconsin, 53704",43.133569658895475,-89.35540661757723,no,2009-08-08T03:51:00.000Z
500 block Northport Drive,"500 Northport Dr, Madison, Wisconsin, 53704",43.14078500988533,-89.39029684561315,no,2009-08-13T03:23:00.000Z
222 Cardinal lane,"222 Cardinal Ln, Madison, Wisconsin, 53704",43.13378498568049,-89.35468532806318,no,2009-08-14T20:46:00.000Z
3145 James St,"3145 James St, Madison, Wisconsin, 53714",43.098118513994045,-89.3366627216227,no,2009-08-15T20:18:00.000Z
100 Blk N Mills St,"100 N Mills St, Madison, Wisconsin, 53715",43.06963118800971,-89.40412486942844,no,2009-08-30T01:00:00.000Z
Buick Street @ Taft Street,"Buick St & Taft St, Madison, Wisconsin, 53713",43.04173500000001,-89.39308050000001,no,2009-09-16T18:32:00.000Z
2200 block Allied Dr,"2200 Allied Dr, Madison, Wisconsin, 53711",43.029927162562245,-89.45932888813215,no,2009-09-23T15:02:00.000Z
Todd Dr / W Beltline Hwy,"Todd Dr & W Beltline Hwy, Madison, Wisconsin, 53713",43.03498499999999,-89.42278950000002,no,2009-09-29T15:43:00.000Z
Fish Hatchery Road @ Park Street,"Fish Hatchery Rd & S Park St, Madison, Wisconsin, 53715",43.056828,-89.398872,no,2009-10-03T14:43:00.000Z
1 John Nolen Dr,"1 John Nolen Dr, Madison, Wisconsin, 53703",43.07055065675978,-89.38194932012921,no,2009-10-09T11:07:00.000Z
1821 Park Street (R Place on Park),"1821 Park St, Middleton, Wisconsin, 53562",43.09542827746891,-89.50175077429924,no,2009-10-10T02:16:00.000Z
2300 block Allied Drive,"2300 Allied Dr, Madison, Wisconsin, 53711",43.02889695353907,-89.45950695342123,no,2009-10-23T13:25:00.000Z
West Beltline Highway @ S. Park Street,"W Beltline Hwy & S Park St, Madison, Wisconsin, 53713",43.03608299999999,-89.39385,no,2009-10-23T23:15:00.000Z
1100 block of Moorland Road,"1100 Moorland Rd, Madison, Wisconsin, 53713",43.033699418520534,-89.36669975517842,no,2009-10-30T00:00:00.000Z
Regent Street @ North Orchard Street,"Regent St & N Orchard St, Madison, Wisconsin, 53715",43.06776300000002,-89.4073095,no,2009-10-30T01:48:00.000Z
1100 block Ann Street,"1100 Ann St, Madison, Wisconsin, 53713",43.035070989223584,-89.4010327369542,no,2009-11-01T02:07:00.000Z
Bel-Aire Drive,"Bel Aire Dr, Madison, Wisconsin, 53713",43.02990263315752,-89.3588129884835,no,2009-11-10T01:09:00.000Z
6200 block Hammersely Road,"6200 Hammersley Rd, Madison, Wisconsin, 53711",43.039176391884034,-89.48864889188403,no,2009-11-08T04:11:00.000Z
2617 McDivitt Road,"2617 McDivitt Rd, Madison, Wisconsin, 53713",43.03331851399403,-89.42262261226843,yes,2009-11-15T01:55:00.000Z
West Washington Avenue,"W Washington Ave, Madison, Wisconsin, 53715",43.06323767404316,-89.400708,no,2009-11-13T12:55:00.000Z
30 Ash Street (Madison West HIgh School),Madison West High School,43.06873007660573,-89.42602005005985,no,2009-11-23T15:29:00.000Z
4600 block Verona Road,"4600 Verona Rd, Madison, Wisconsin, 53711",43.035448275185814,-89.45542311950085,no,2009-11-22T11:37:00.000Z
2900 block Coho Street,"2900 Coho St, Madison, Wisconsin, 53713",43.02934953814485,-89.41476209869812,no,2009-12-01T22:57:00.000Z
2600 block Prairie Road,"2600 Prairie Rd, Madison, Wisconsin, 53711",43.02499357890937,-89.48893838105015,no,2009-11-30T04:38:00.000Z
4501 Verona Road (BP gas station),BP,43.03564997388793,-89.45355995556595,yes,2009-12-06T03:59:00.000Z
East Towne Mall,East Towne Mall,43.12544000000002,-89.30646999999998,no,2009-12-06T16:54:00.000Z
3600 Portage Road,"3600 Portage Rd, Madison, Wisconsin, 53704",43.139948719544314,-89.31031489895656,no,2009-12-23T15:48:00.000Z
