Address,AddrCoor,latitude,Longitude
200 block S. Bassett St.,"200 N Bassett St, Madison, Wisconsin, 53703",43.07158391922191,-89.39273959030143
Ohio Ave.,"Ohio Ave, Madison, Wisconsin, 53704",43.09405273497149,-89.3472685256143
Woodington Way,"Woodington Way, Madison, Wisconsin, 53711",43.04089779467068,-89.49036789970017
W. Washington Ave.,"W Washington Ave, Madison, Wisconsin, 53715",43.06324815202219,-89.4007125
3702 E. Washington Ave,"3702 E Washington Ave, Madison, Wisconsin, 53704",43.11742486208076,-89.3240096049395
East Towne Mall,East Towne Mall,43.125440000000026,-89.30646999999999
Mineral Point Rd.,"Mineral Point Rd, Madison, Wisconsin, 53719",43.06035121655957,-89.52916349364817
900 blk Blaine Dr,"900 Blaine Dr, Madison, Wisconsin, 53704",43.1352147570469,-89.38311965544194
505 N. Frances St.,"505 N Frances St, Madison, Wisconsin, 53703",43.075352097120565,-89.39531594849686
201 S. Gammon Rd.,"201 S Gammon Rd, Madison, Wisconsin, 53717",43.06449880821169,-89.5025428772305
University Ave.,"University Ave, Madison, Wisconsin, 53562",43.08994794459158,-89.48628989033008
200 block W. Gilman St.,"200 E Gilman St, Madison, Wisconsin, 53703",43.08005571414879,-89.38609793453519
S. Fair Oaks Ave.,"S Fair Oaks Ave, Madison, Wisconsin, 53704",43.095545939052734,-89.33844988314843
1202 N. Sherman Ave.,"1202 N Sherman Ave, Madison, Wisconsin, 53704",43.11305999999999,-89.36381162147237
3200 block Oakbridge Ave.,"3200 Oakridge Ave, Madison, Wisconsin, 53704",43.09152904469381,-89.33840805620633
725 S. Gammon Rd.,"725 S Gammon Rd, Madison, Wisconsin, 53719",43.04907,-89.50303293998637
W. Beltline Highway,"W Beltline Hwy, Madison, Wisconsin, 53719",43.04643516224113,-89.47368100226728
900 block of S. Park St.,"900 S Park St, Madison, Wisconsin, 53715",43.057911668042095,-89.39979635778158
3300 Westview Ln.,"3300 Westview Ln, Madison, Wisconsin, 53713",43.02700152934226,-89.43458115006283
3300 Westview Ln.,"3300 Westview Ln, Madison, Wisconsin, 53713",43.02700152934226,-89.43458115006283
1130 Williamson St.,"1130 Williamson St, Madison, Wisconsin, 53703",43.082691348058084,-89.36519001154119
E. Dayton St.,"E Dayton St, Madison, Wisconsin, 53704",43.10206907603817,-89.34992075462974
4800 block Hayes Rd.,"4800 Hayes Rd, Madison, Wisconsin, 53704",43.138319842880385,-89.3001329061287
2800 block N. Sherman Ave.,"2800 N Sherman Ave, Madison, Wisconsin, 53704",43.126323523490036,-89.3636469158703
1800 block E. Washington Ave.,"1800 E Washington Ave, Madison, Wisconsin, 53704",43.09048495096046,-89.36202875545489
6602 Inner Dr.,"6602 Inner Dr, Madison, Wisconsin, 53705",43.06755748052337,-89.4945206791506
4222 E. Washington Ave.,"4222 E Washington Ave, Madison, Wisconsin, 53704",43.12649150848277,-89.31099953416222
500 block State St.,"500 State St, Madison, Wisconsin, 53703",43.074889404594536,-89.39345901648642
Commercial Ave.,"Commercial Ave, Madison, Wisconsin, 53714",43.106967,-89.33146924258443
W. Beltline Highway,"W Beltline Hwy, Madison, Wisconsin, 53719",43.04643516224113,-89.47368100226728
120 S. Rosa Rd.,"120 S Rosa Rd, Madison, Wisconsin, 53705",43.06567516763806,-89.47848108829015
3500 block E. Washington Ave.,"3500 E Washington Ave, Madison, Wisconsin, 53704",43.11453507689412,-89.32851795602734
1412 Pflaum Road,"1412 Pflaum Rd, Madison, Wisconsin, 53716",43.062261482687745,-89.31053113780366
McClellan Drive/Kilpatrick Lane,"McClellan Dr & Kilpatrick Ln, Madison, Wisconsin, 53718",43.085439000000015,-89.2708335
3762 East Washington Ave.,"3762 E Washington Ave, Madison, Wisconsin, 53704",43.11871988761598,-89.32194754665571
800 block S Midvale Blvd,"800 N Midvale Blvd, Madison, Wisconsin, 53705",43.07516252906968,-89.45130501109946
100 block State St.,"100 State St, Madison, Wisconsin, 53703",43.074733493219334,-89.3870235
Mifflin Street,"E Mifflin St, Madison, Wisconsin, 53704",43.09968620903981,-89.35156546910277
400 N Lake St,"400 N Lake St, Madison, Wisconsin, 53706",43.07319503714702,-89.39747863115777
1100 block Moorland Rd.,"1100 Moorland Rd, Madison, Wisconsin, 53713",43.0336902252148,-89.36669723577278
University Ave.,"University Ave, Madison, Wisconsin, 53562",43.08994794459158,-89.48628989033008
5301 Tokay Boulevard,"5301 Tokay Blvd, Madison, Wisconsin, 53711",43.05358052394868,-89.46977319317328
W. Johnson St.,"W Johnson St, Madison, Wisconsin, 53715",43.072055505612695,-89.39825551075593
600 block University Ave.,"600 University Ave, Madison, Wisconsin, 53715",43.073197856080206,-89.39589752874353
S. Park St.,"S Park St, Madison, Wisconsin, 53715",43.04895513843769,-89.3941335
O'Brien Court,"Obrien Ct, Madison, Wisconsin, 53714",43.10026795660806,-89.28782669246043
700 block Fairmont Ave,"700 Fairmont Ave, Madison, Wisconsin, 53714",43.1078351520069,-89.32694653667336
4600 block Atticus Way,"4600 Atticus Way, Madison, Wisconsin, 53711",43.033711459597804,-89.45517262163314
701 Meadowlark Dr.,"701 Meadowlark Dr, Madison, Wisconsin, 53714",43.08801175298631,-89.29691597114748
5602 Russett Rd.,"5602 Russett Rd, Madison, Wisconsin, 53711",43.03300649942216,-89.47537369747245
2901 N. Sherman Ave.,"2901 N Sherman Ave, Madison, Wisconsin, 53704",43.1283694715506,-89.36351535284912
6900 Block of Carnwood Road,"6900 Carnwood Rd, Madison, Wisconsin, 53719",43.020060289007816,-89.50048790377629
2301 Commercial Ave.,"2301 Commercial Ave, Madison, Wisconsin, 53704",43.106770499567304,-89.35335345712386
Elizabeth St.,"Elizabeth St, Madison, Wisconsin, 53703",43.089343305895355,-89.37240172014774
400 block W. Washington Ave.,"400 E Washington Ave, Madison, Wisconsin, 53703",43.07753421059517,-89.38042281953658
Todd Dr.,"Todd Dr, Madison, Wisconsin, 53713",43.0320919313434,-89.42300370287025
3510 Packers Ave.,"3510 Packers Ave, Madison, Wisconsin, 53704",43.132148413266776,-89.35538967586103
Kedzie St.,"Kedzie St, Madison, Wisconsin, 53704",43.10608361877154,-89.34753022946406
5100 block Hazelcrest Drive,"5100 Hazelcrest Dr, Madison, Wisconsin, 53704",43.1105408929882,-89.29616618969588
1200 block E. Washington Ave.,"1200 E Washington Ave, Madison, Wisconsin, 53703",43.08623751569615,-89.3679605558023
7202 Watts Rd.,"7202 Watts Rd, Madison, Wisconsin, 53719",43.050574521062224,-89.50883417736158
1353 Williamson St.,"1353 Williamson St, Madison, Wisconsin, 53703",43.085628451555294,-89.3608770607653
2 Governors Island Pkwy,"2 Governors Way, Madison, Connecticut, 06443",41.278681430282965,-72.63547547859373
4200 block Lumley Rd,"4200 Lumley Rd, Madison, Wisconsin, 53711",43.03368692241999,-89.44396741434825
4601 Verona Rd.,"4601 Verona Rd, Madison, Wisconsin, 53711",43.034964916440785,-89.45449950372225
300 block Troy Dr.,"300 Troy Dr, Madison, Wisconsin, 53704",43.13387319859577,-89.39508012167917
Parkside Dr.,"Parkside Dr, Madison, Wisconsin, 53704",43.120748295770554,-89.31515137718063
Highland Ave.,"Highland Ave, Madison, Wisconsin, 53705",43.078720663564134,-89.4324497158229
N. Thompson Dr.,"N Thompson Dr, Madison, Wisconsin, 53714",43.1025573231613,-89.29494087245104
2800 block E. Washington Ave.,"2800 E Washington Ave, Madison, Wisconsin, 53704",43.10275166027841,-89.34578354213981
1200 Milton St.,"1200 Milton St, Madison, Wisconsin, 53715",43.06643721672933,-89.40574971672932
700 S. Gammon Road,"700 S Gammon Rd, Madison, Wisconsin, 53719",43.04943830835591,-89.50326958540556
Craig Ave.,"Craig Ave, Madison, Wisconsin, 53705",43.07788342219016,-89.47299799845969
2900 block of Irvington Way,"2900 Irvington Way, Madison, Wisconsin, 53713",43.02580454744871,-89.4262824073499
500 block of State St.,"500 State St, Madison, Wisconsin, 53703",43.074889404594536,-89.39345901648642
1200 block Applegate Rd.,"1200 Applegate Rd, Madison, Wisconsin, 53713",43.034228739710656,-89.4026329453034
100 block State St.,"100 State St, Madison, Wisconsin, 53703",43.074733493219334,-89.3870235
1818 Portage Rd.,"1818 Portage Rd, Madison, Wisconsin, 53704",43.12642695989476,-89.31549165782576
4429 Milwaukee St.,"4429 Milwaukee St, Madison, Wisconsin, 53714",43.09871649567217,-89.30569072009348
4556 Monona Dr.,"4556 Monona Dr, Madison, Wisconsin, 53716",43.07049900000001,-89.32605387852763
314 E. Gorham St.,"314 E Gorham St, Madison, Wisconsin, 53703",43.08005356013014,-89.384299345461
Beld St.,"Beld St, Madison, Wisconsin, 53715",43.050411183611565,-89.3930858192437
100 block N. Carroll St.,"100 S Carroll St, Madison, Wisconsin, 53703",43.07281807621529,-89.38416552743655
4700 block Verona Rd.,"4700 Verona Rd, Madison, Wisconsin, 53711",43.0345939066964,-89.45758498764089
Golf Course Road,"Golf Course Rd, Madison, Wisconsin, 53704",43.149881690938344,-89.3702083149156
Jacobson Ave.,"Jacobson Ave, Madison, Wisconsin, 53714",43.10874891451934,-89.32810525237447
State St.,"State St, Madison, Wisconsin, 53706",43.074882,-89.39897995715891
Sunnyside Crescent,"Sunnyside Cres, Madison, Wisconsin, 53704",43.127775000000014,-89.31250994872588
300 block West Wilson St.,"300 W Wilson St, Madison, Wisconsin, 53703",43.070473409201064,-89.38433896662623
30 Ash St.,"30 Ash St, Madison, Wisconsin, 53726",43.06903253647085,-89.4255690949266
7302 Mineral Point Rd.,"7302 Mineral Point Rd, Madison, Wisconsin, 53717",43.060722498845216,-89.5093816937502
500 block of Moorland Rd,"500 Moorland Rd, Madison, Wisconsin, 53713",43.03565596999727,-89.37806037963074
N. Broom St.,"N Broom St, Madison, Wisconsin, 53703",43.07304726456376,-89.39114216773059
Chicago Ave.,"Chicago Ave, Madison, Wisconsin, 53714",43.10157993550099,-89.33217335540822
6202 Schroeder Rd.,"6202 Schroeder Rd, Madison, Wisconsin, 53711",43.04635346436587,-89.48712264210283
300 block Wisconsin Ave.,"300 Wisconsin Ave, Madison, Wisconsin, 53703",43.0768230370846,-89.38712789658187
500 block of Northport Drive,"500 Northport Dr, Madison, Wisconsin, 53704",43.14077127058236,-89.39030766933891
Bettys Lane and Frisch Rd,"Bettys Ln & Frisch Rd, Madison, Wisconsin, 53711",43.03808100000001,-89.49292650000001
S. Spaight Street and S. Ingersoll Street,"Spaight St & S Ingersoll St, Madison, Wisconsin, 53703",43.08068700000001,-89.364384
N. Henry St.,"N Henry St, Madison, Wisconsin, 53703",43.07507542368129,-89.39038458635657
62 East Towne Mall,"62 E Towne Mall, Madison, Wisconsin, 53704",43.12219771207565,-89.304858
1200 block McKenna Blvd.,"1200 McKenna Blvd, Madison, Wisconsin, 53719",43.04023501712978,-89.50495858255276
3220 Commercial Ave.,"3220 Commercial Ave, Madison, Wisconsin, 53714",43.107005522649686,-89.33429046725142
30 Ash St.,"30 Ash St, Madison, Wisconsin, 53726",43.06903253647085,-89.4255690949266
10 block of Waunona Woods Ct,"10 Waunona Woods Ct, Madison, Wisconsin, 53713",43.048451186833255,-89.34122461388935
313 State St.,"313 State St, Madison, Wisconsin, 53703",43.07475248124546,-89.39072258381903
702 Pflaum Rd,"702 Pflaum Rd, Madison, Wisconsin, 53716",43.06208650894319,-89.31984202553522
6300 block Hammersley Rd.,"6300 Hammersley Rd, Madison, Wisconsin, 53711",43.03916557357165,-89.4898832312447
1800 block of Schlimgen Ave,"1800 Schlimgen Ave, Madison, Wisconsin, 53704",43.11883494169659,-89.36161437758992
1907 S. Park Street,"1907 S Park St, Madison, Wisconsin, 53713",43.04516888398999,-89.39394565196994
1500 block Williamson St.,"1500 Williamson St, Madison, Wisconsin, 53703",43.08734500833856,-89.35909310286205
8210 Plaza Drive,"8210 Plaza Dr, Madison, Wisconsin, 53719",43.056562176842,-89.5240559195565
100 block E. Wilson St.,"100 W Wilson St, Madison, Wisconsin, 53703",43.071703057645166,-89.38261055391372
5726 Raymond Rd.,"5726 Raymond Rd, Madison, Wisconsin, 53711",43.0319864976914,-89.47739313918865
1100 block Williamson St.,"1100 Williamson St, Madison, Wisconsin, 53703",43.08207006690855,-89.3661139122402
Timber Lake Trail,"Timber Lake Trl, Madison, Wisconsin, 53719",43.052111966299286,-89.51107426686627
1700 block Northport Dr.,"1700 Northport Dr, Madison, Wisconsin, 53704",43.130553261145316,-89.36215495194246
500 block State St,"500 State St, Madison, Wisconsin, 53703",43.074889404594536,-89.39345901648642
2050 S. Stoughton Road,"2050 S Stoughton Rd, Madison, Wisconsin, 53716",43.06801474854291,-89.30980757487397
W/ Gilman Street/N. Henry Street,"W Gilman St & N Henry St, Madison, Wisconsin, 53703",43.076052000000004,-89.391663
S. Baldwin St.,"S Baldwin St, Madison, Wisconsin, 53703",43.084560913049266,-89.36263011957294
Tokay Blvd/Charles Lane,"Tokay Blvd & Charles Ln, Madison, Wisconsin, 53711",43.05358799999999,-89.454861
500 block State St.,"500 State St, Madison, Wisconsin, 53703",43.074889404594536,-89.39345901648642
4601 Verona Rd.,"4601 Verona Rd, Madison, Wisconsin, 53711",43.034964916440785,-89.45449950372225
1900 block Shelley Lane,"1900 Shelley Ln, Madison, Wisconsin, 53704",43.13389971871282,-89.35931817106909
E. Washington Ave.,"E Washington Ave, Madison, Wisconsin, 53718",43.14603175742423,-89.28533709741319
1100 block Moorland Rd.,"1100 Moorland Rd, Madison, Wisconsin, 53713",43.0336902252148,-89.36669723577278
600 block S. Gammon Rd.,"600 N Gammon Rd, Madison, Wisconsin, 53717",43.07515120088056,-89.50254959161862
2601 Shopko Dr.,"2601 Shopko Dr, Madison, Wisconsin, 53704",43.11135893672453,-89.34715111847032
1600 block Randy Lane,"1600 Randy Ln, Madison, Wisconsin, 53704",43.135033182846136,-89.36811067678178
1900 block South Park St.,"1900 S Park St, Madison, Wisconsin, 53713",43.044723136274456,-89.39418060430434
3102 Worthington Ave.,"3102 Worthington Ave, Madison, Wisconsin, 53714",43.10255348384158,-89.33704064348782
2800 block W. Beltline Frontage Rd.,"2800 Frontage Rd, Jackson, Tennessee, 38305",35.68960328449653,-88.85536889407446
100 block Harding St.,"100 Harding St, Madison, Wisconsin, 53714",43.09566261401104,-89.32784572911173
1725 Northport Dr.,"1725 Northport Dr, Madison, Wisconsin, 53704",43.12996537714266,-89.36182212533883
E. Washington Ave.,"E Washington Ave, Madison, Wisconsin, 53718",43.14603175742423,-89.28533709741319
1500 block Greenway Cross,"1500 Greenway Cross, Madison, Wisconsin, 53713",43.031477917176886,-89.40767432438682
100 Block of Gammon Rd.,"100 N Gammon Rd, Madison, Wisconsin, 53717",43.06943535039931,-89.5026273477872
Williamson St. and S. Patterson St.,"Williamson St & S Paterson St, Madison, Wisconsin, 53703",43.07945399999999,-89.36973449999999
5100 block of Great Gray Dr,"5100 Great Gray Dr, Madison, Wisconsin, 53718",43.03658508312951,-89.29473674538215
211 S Carroll St,"211 S Carroll St, Madison, Wisconsin, 53703",43.07207946658759,-89.38293338129759
1700 block of Moorland Rd.,"1700 Moorland Rd, Madison, Wisconsin, 53711",43.03316120670497,-89.35448189167732
John Nolen Dr.,"John Nolen Dr, Madison, Wisconsin, 53715",43.05825237187136,-89.38409284862941
800 N. Thompson Dr.,"800 N Thompson Dr, Madison, Wisconsin, 53704",43.10869389257348,-89.29914705602519
N. Lake St.,"N Lake St, Madison, Wisconsin, 53715",43.072866977804125,-89.39743732325655
Spring St.,"Spring St, Madison, Wisconsin, 53715",43.0695692098739,-89.40497753664953
1220 Carpenter St.,"1220 Carpenter St, Madison, Wisconsin, 53704",43.11225378881964,-89.33645584735402
1305 Regent St.,"1305 Regent St, Madison, Wisconsin, 53715",43.06772648845882,-89.40764194463038
4100 Block of Melody Ln,"4100 Melody Ln, Madison, Wisconsin, 53704",43.130737157513494,-89.31347171126035
S. Gammon Rd.,"S Gammon Rd, Madison, Wisconsin, 53719",43.05835678011036,-89.50293355999703
Ice Age Trail,"Ice Age Dr, Madison, Wisconsin, 53719",43.00725288342263,-89.51549810041861
Dryden Drive & Browning Lane,"Dryden Dr & Browning Rd, Madison, Wisconsin, 53704",43.131096000000014,-89.35947
400 Hawthorne Ct.,"400 Hawthorne Ct, Madison, Wisconsin, 53715",43.07319704965459,-89.39672501266018
211 South Carroll Street,"211 S Carroll St, Madison, Wisconsin, 53703",43.07207946658759,-89.38293338129759
7948 Tree Lane,"7948 Tree Ln, Madison, Wisconsin, 53717",43.06158344794861,-89.51981579012005
2100 block Post Road,"2100 Post Rd, Madison, Wisconsin, 53713",43.02689246402177,-89.41608961552038
Division St. at Helena St.,"Division St & Helena St, Madison, Wisconsin, 53704",43.09173000000001,-89.350974
2000 Post Rd.,"2000 Post Rd, Madison, Wisconsin, 53713",43.026941354455595,-89.41504566096279
1400 block of Emil Street,"1400 Emil St, Madison, Wisconsin, 53713",43.036715336930726,-89.40708134787414
1600 Troy Dr.,"1600 Troy Dr, Madison, Wisconsin, 53704",43.13367509014938,-89.36819251945838
4000 block Mandan Crescent,"4000 Mandan Cres, Madison, Wisconsin, 53711",43.04490317764086,-89.44010358807928
2800 block Commercial Avenue,"2800 Commercial Ave, Madison, Wisconsin, 53704",43.106847887151744,-89.34528486007596
402 W Gorham Street,"402 W Gorham St, Madison, Wisconsin, 53703",43.07408160672853,-89.39276691759461
3800 block East Washington Avenue,"3800 E Washington Ave, Madison, Wisconsin, 53704",43.119042529434175,-89.32153338644963
Rieder Rd / Portage Rd,"Rieder Rd & Portage Rd, Madison, Wisconsin, 53704",43.135479000000004,-89.3156535
2824 Atwood Ave.,"2824 Atwood Ave, Madison, Wisconsin, 53704",43.093880507212425,-89.34263086940969
4402 E. Buckeye Rd.,"4402 E Buckeye Rd, Madison, Wisconsin, 53716",43.07325139497359,-89.30825824548448
1300 Saint James Court,"1300 Saint James Ct, Madison, Wisconsin, 53715",43.06593321608855,-89.40728871608854
700 Gammon Road,"700 S Gammon Rd, Madison, Wisconsin, 53719",43.04943830835591,-89.50326958540556
2200 Lake Point Drive,"2200 Lake Point Dr, Madison, Wisconsin, 53713",43.04833207055572,-89.34998395464517
2602 East Springs Drive,"2602 E Springs Dr, Madison, Wisconsin, 53704",43.13089212842686,-89.30038431732963
211 South Carroll St,"211 S Carroll St, Madison, Wisconsin, 53703",43.07207946658759,-89.38293338129759
400 N. Frances St.,"400 N Frances St, Madison, Wisconsin, 53703",43.07317813806837,-89.39587548245066
Watts Rd. and Gammon Rd.,"Watts Rd & S Gammon Rd, Madison, Wisconsin, 53719",43.05014999999999,-89.5032135
Schroder Rd and Chapel Hill Dr,"Schroeder Rd & Chapel Hill Rd, Madison, Wisconsin, 53711",43.046279999999996,-89.4938535
Olin Avenue at Gilson St,"W Olin Ave & Gilson St, Madison, Wisconsin, 53715",43.053965999999996,-89.390241
600 block S Gammon Road,"600 N Gammon Rd, Madison, Wisconsin, 53717",43.07515120088056,-89.50254959161862
4300 block Wakefield Street,"4300 Wakefield St, Madison, Wisconsin, 53711",43.0527578315522,-89.4489085575069
3800 block East Washington Avenue,"3800 E Washington Ave, Madison, Wisconsin, 53704",43.119042529434175,-89.32153338644963
400 block West Towne Mall,"400 West Towne Mall, Madison, Wisconsin, 53719",43.056624347913456,-89.50394134791345
2400 Block Fremont Avenue,"2400 Fremont Ave, Madison, Wisconsin, 53704",43.124395845829966,-89.36493845070753
4601 Verona Road,"4601 Verona Rd, Madison, Wisconsin, 53711",43.034964916440785,-89.45449950372225
6700 block Schroeder Road,"6700 Schroeder Rd, Madison, Wisconsin, 53711",43.04632219116834,-89.49790114759956
3000 block Union Street,"3000 Union St, Madison, Wisconsin, 53714",43.100720341947955,-89.33845615159107
5800 block Raymond Road,"5800 Raymond Rd, Madison, Wisconsin, 53711",43.03203017302291,-89.47987649999999
1865 Northport Drive,"1865 Northport Dr, Madison, Wisconsin, 53704",43.12923565316831,-89.35992883728575
2000 block Leland Drive,"2000 Leland Dr, Madison, Wisconsin, 53711",43.03177611345444,-89.47983328725368
9002 County Road PD,"9002 County Road PD, Verona, Wisconsin, 53593",43.016229403705736,-89.5389325384721
1 John Nolen Dr.,"1 John Nolen Dr, Madison, Wisconsin, 53703",43.07054165675978,-89.3819538201292
John Nolen Dr.,"John Nolen Dr, Madison, Wisconsin, 53715",43.05825237187136,-89.38409284862941
Sycamore Av./Woodridge Ct.,"Sycamore Ave & Woodridge Ct, Madison, Wisconsin, 53704",43.113888,-89.298774
1600 block Stoughton Road,"1600 S Stoughton Rd, Madison, Wisconsin, 53716",43.07529592213698,-89.30964329168793
4100 block Major Avenue,"4100 Major Ave, Madison, Wisconsin, 53716",43.08093301181947,-89.32102763359639
900 block Williamson Street,"900 Williamson St, Madison, Wisconsin, 53703",43.079550094293126,-89.36971370330701
700 block South Gammon Road,"700 S Gammon Rd, Madison, Wisconsin, 53719",43.04943830835591,-89.50326958540556
300 Bl S. Brearly Street,"300 S Brearly St, Madison, Wisconsin, 53703",43.08139424917394,-89.36889753567495
2600 Bl Saint Paul Ave,"2600 Saint Paul Ave, Madison, Wisconsin, 53704",43.09526499345102,-89.34618172888737
400 block North Frances Street,"400 N Frances St, Madison, Wisconsin, 53703",43.07317813806837,-89.39587548245066
211 S Carroll,"211 S Carroll St, Madison, Wisconsin, 53703",43.07207946658759,-89.38293338129759
Scofield St at North 8th St,"Scofield St & N 8th St, Madison, Wisconsin, 53704",43.10542799999999,-89.35245
1300 bl Ruskin Street,"1300 Ruskin St, Madison, Wisconsin, 53704",43.11428825366569,-89.36149743323865
10 block Powers Avenue,"10 Powers Ave, Madison, Wisconsin, 53714",43.1000827543713,-89.33331765364403
1200 block Gilson Street,"1200 Gilson St, Madison, Wisconsin, 53715",43.053911478046295,-89.39030110094431
600 block State Street,"600 State St, Madison, Wisconsin, 53703",43.07491608069922,-89.39520630134281
300 block West Wilson Street,"300 W Wilson St, Madison, Wisconsin, 53703",43.070473409201064,-89.38433896662623
100 block North Carroll Street,"100 N Carroll St, Madison, Wisconsin, 53703",43.075067545621415,-89.38698848356927
825 Hughes Place,"825 Hughes Pl, Madison, Wisconsin, 53713",43.03980950620375,-89.3961315
4601 Verona Road,"4601 Verona Rd, Madison, Wisconsin, 53711",43.034964916440785,-89.45449950372225
1000 block Fish Hatchery Rd.,"1000 Fish Hatchery Rd, Madison, Wisconsin, 53715",43.05681084426376,-89.39896621309882
1700 block Northport Dr.,"1700 Northport Dr, Madison, Wisconsin, 53704",43.130553261145316,-89.36215495194246
4002 Evan Acres Rd.,"4002 Evan Acres Rd, Madison, Wisconsin, 53718",43.04093051110943,-89.2721205
Hazelwood Court,"Hazelwood Ct, Madison, Wisconsin, 53713",43.03547171989649,-89.38616668363284
Atwood Ave.,"Atwood Ave, Madison, Wisconsin, 53714",43.08832274196511,-89.32803200678026
Dorchester Way,"Dorchester Way, Madison, Wisconsin, 53719",43.014887714710476,-89.48800877540069
E. Gorham St.,"E Gorham St, Madison, Wisconsin, 53703",43.08383692280203,-89.37885584882054
Heath Ave.,"Heath Ave, Madison, Wisconsin, 53704",43.11956891622789,-89.36023637027402
6030 Gemini Drive,"6030 Gemini Dr, Madison, Wisconsin, 53718",43.086136064066054,-89.27823720085249
415 N. Lake St.,"415 N Lake St, Madison, Wisconsin, 53715",43.074320607248126,-89.39734294070658
Watts Rd.,"Watts Rd, Madison, Wisconsin, 53719",43.05196000603861,-89.51722243477933
6200 block University Ave.,"6200 University Ave, Middleton, Wisconsin, 53562",43.090188140522095,-89.48653957595208
402 W. Gorham St,"402 W Gorham St, Madison, Wisconsin, 53703",43.07408160672853,-89.39276691759461
W. Gorham St. at N. Bassett St.,"W Gorham St & N Bassett St, Madison, Wisconsin, 53703",43.07315400000002,-89.39399399999999
2500 block Monterey Dr.,"2500 Monterey Dr, Madison, Wisconsin, 53704",43.12541863396386,-89.3684388771407
401 N. Third St.,"401 N 3rd St, Madison, Wisconsin, 53704",43.09762838138357,-89.35972472823049
2300 block Atwood Ave.,"2300 Atwood Ave, Madison, Wisconsin, 53704",43.093495435595976,-89.34843154117634
699 S. Whitney Way,"699 S Whitney Way, Madison, Wisconsin, 53711",43.050366,-89.473354907958
1000 block North St.,"1000 North St, Madison, Wisconsin, 53704",43.110067613993166,-89.3512865655587
N. Orchard St.,"N Orchard St, Madison, Wisconsin, 53715",43.07277599999999,-89.40734099999999
Highway 51,"US Highway 51, Madison, Wisconsin, 53704",43.146455488495484,-89.32373300853254
N. Park St.,"N Park St, Madison, Wisconsin, 53715",43.07312714347479,-89.40065933782758
10 block of Prairie Hill Ct,"10 Prairie Hill Ct, Madison, Wisconsin, 53719",43.04465999999999,-89.52966063589909
500 Block Northport Drive,"500 Northport Dr, Madison, Wisconsin, 53704",43.14077127058236,-89.39030766933891
600 block E. Washington Ave.,"600 W Washington Ave, Madison, Wisconsin, 53703",43.06885997231511,-89.39256017645219
2900 block Turbot Dr.,"2900 Turbot Dr, Madison, Wisconsin, 53713",43.02966441290793,-89.41789996169732
Regent St.,"Regent St, Madison, Wisconsin, 53715",43.067655557242944,-89.39928298772887
1862 Beld St,"1862 Beld St, Madison, Wisconsin, 53713",43.04589404746377,-89.39311099088205
5700 Odana Rd.,"5700 Odana Rd, Madison, Wisconsin, 53719",43.05062390383896,-89.47952288990489
Hiawatha Drive,"Hiawatha Dr, Madison, Wisconsin, 53711",43.045500260924314,-89.44585499239302
1300 block Williamson St.,"1300 Williamson St, Madison, Wisconsin, 53703",43.0845992360539,-89.3625351655555
400 block W. Gorham St.,"400 E Gorham St, Madison, Wisconsin, 53703",43.08028818597631,-89.38401402600418
Vilas Ave.,"Vilas Ave, Madison, Wisconsin, 53711",43.06322700000002,-89.41257
700 Rethke Ave.,"700 Rethke Ave, Madison, Wisconsin, 53714",43.107035544630826,-89.33554910401428
500 Grandwood Ct,"500 Grandwood Ct, Madison, Wisconsin, 53714",43.103388275520096,-89.31010349170957
4692 Cottage Grove Rd.,"4692 Cottage Grove Rd, Madison, Wisconsin, 53716",43.08434553101691,-89.3009126888741
2601 Shopko Dr.,"2601 Shopko Dr, Madison, Wisconsin, 53704",43.11135893672453,-89.34715111847032
Seminole Hwy and Mohawk Dr.,"Seminole Hwy & Mohawk Dr, Madison, Wisconsin, 53711",43.03759500000001,-89.44335
600 Block University Avenue,"600 University Ave, Madison, Wisconsin, 53715",43.073197856080206,-89.39589752874353
3900 Block of East Washington Avenue,"3900 E Washington Ave, Madison, Wisconsin, 53704",43.12098956070706,-89.3185488926363
Carnwood Road,"Carnwood Rd, Madison, Wisconsin, 53719",43.019740632779616,-89.50269353902253
111 N. Broom St.,"111 N Broom St, Madison, Wisconsin, 53703",43.07255442466375,-89.39040468884545
E. Doty St.,"E Doty St, Madison, Wisconsin, 53703",43.07387850451057,-89.38117063422489
900 block Regent St.,"900 Regent St, Madison, Wisconsin, 53715",43.06774327248682,-89.40114963720097
Troy Drive,"Troy Dr, Madison, Wisconsin, 53704",43.13373745144295,-89.38375962459621
1900 block Pike Drive,"1900 Pike Dr, Madison, Wisconsin, 53713",43.02954529726394,-89.41276139179182
400 block W. Mifflin St.,"400 E Mifflin St, Madison, Wisconsin, 53703",43.078335293422136,-89.3814256678848
2600 Block East Washington Ave,"2600 E Washington Ave, Madison, Wisconsin, 53704",43.10051272105222,-89.34882471510292
State St.,"State St, Madison, Wisconsin, 53706",43.074882,-89.39897995715891
Jacobs Way,"Jacobs Way, Madison, Wisconsin, 53711",43.03648506297377,-89.4941149700157
700 block Ziegler Rd.,"700 Ziegler Rd, Madison, Wisconsin, 53714",43.1067372466366,-89.30610694053932
W. Johnson St.,"W Johnson St, Madison, Wisconsin, 53715",43.072055505612695,-89.39825551075593
500 block West Johnson St.,"500 W Johnson St, Madison, Wisconsin, 53715",43.07203629720746,-89.40216508679987
